id_user,email,category,hourly_price,employees,attention_hours,location,username,description,coordinates
b307d945-f76d-491d-b112-dca8990b8a86,GustavoBergara817@whatthefish.info,Herrero,2600,3,Jueves y Viernes 10 a 17,"La Matanza, Provincia de Buenos Aires, Argentina",Gustavo Bergara,"Soy Gustavo Bergara de La Matanza, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
f4ff06b4-fbdb-4c32-b16e-4a86062a7af9,AntonioSilva678@whatthefish.info,Técnico de autos,2100,3,Lunes a Viernes 8 a 17,"Avellaneda, Provincia de Buenos Aires, Argentina",Antonio Silva,"Soy Antonio Silva de Avellaneda, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
0f950784-622b-4473-84d3-bffe115c7ba4,FranciscoCepas369@whatthefish.info,Piletero,5400,3,Jueves y Viernes 8 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Francisco Cepas,"Soy Francisco Cepas de San Isidro, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
1f6984df-73f6-46da-bdc5-27886484a1f7,AiramLozano766@whatthefish.info,Paseador de perros,6000,1,Jueves y Viernes 10 a 17,"Zárate, Provincia de Buenos Aires, Argentina",Airam Lozano,"Soy Airam Lozano de Zárate, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
ad136d71-18e9-4dda-86d1-ec25d8157df0,EnriqueMouzo904@whatthefish.info,Respostero,7000,1,Miércoles a Viernes 13 a 18,"Pilar, Provincia de Buenos Aires, Argentina",Enrique Mouzo,"Soy Enrique Mouzo de Pilar, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
a2396a91-b3a7-4460-8cfc-f909df2996c7,AnselmoPe100@whatthefish.info,Respostero,4800,2,Lunes a Miércoles 11 a 19,"Merlo, Provincia de Buenos Aires, Argentina",Anselmo Pe,"Soy Anselmo Pe de Merlo, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
f678fa07-be32-4b4a-b49e-b9a5d63e94cd,CarlosDimitrova385@whatthefish.info,Pintor,3800,1,Lunes a Miércoles 8 a 17,"Mar del Plata, Provincia de Buenos Aires, Argentina",Carlos Dimitrova,"Soy Carlos Dimitrova de Mar del Plata, Provincia de Buenos Aires, Argentina",0101000000CDCAF6216F6141C097395D1613374DC0
b40e64ad-11da-44d1-93d5-e8f4a9d3cef4,JonathanMartinez636@whatthefish.info,Técnico de aires acondicionados,7100,2,Lunes a Viernes 10 a 15,"Olivos, Provincia de Buenos Aires, Argentina",Jonathan Martinez,"Soy Jonathan Martinez de Olivos, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
be19902a-d8aa-43fb-97a8-e24dddc601fa,LarbiSomoza454@whatthefish.info,Técnico de aires acondicionados,2400,1,Lunes a Viernes 8 a 17,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Larbi Somoza,"Soy Larbi Somoza de Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
43da2543-2467-44d9-a3a0-0a2f26c8dda4,MariaArjona1@whatthefish.info,Plomero,2200,1,Jueves y Viernes 8 a 17,"Pilar, Provincia de Buenos Aires, Argentina",Maria Arjona,"Soy Maria Arjona de Pilar, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
9700dfb8-fab6-4b81-a229-f08224e0c059,DavidTapetado490@whatthefish.info,Técnico de heladeras,7900,3,Martes y Viernes 8 a 20,"Lomas de Zamora, Provincia de Buenos Aires, Argentina",David Tapetado,"Soy David Tapetado de Lomas de Zamora, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
fa7ff7f1-2063-4ad8-9f30-78a01403ca97,VicenteJesusAlonso634@whatthefish.info,Plomero,5100,1,Jueves y Viernes 10 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Vicente Jesus Alonso,"Soy Vicente Jesus Alonso de La Plata, Provincia de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
80cd3a84-d69a-41f9-b01e-1afe6b464de9,AngelesPadilla557@whatthefish.info,Pintor,2500,3,Martes a Viernes 12 a 19,"Tigre, Provincia de Buenos Aires, Argentina",Angeles Padilla,"Soy Angeles Padilla de Tigre, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
238907a5-085a-45af-a666-7cb8dc7dc011,MariaJesusRodriguez636@whatthefish.info,Técnico de aires acondicionados,2200,1,Miércoles a Viernes 8 a 13,"Lanús, Provincia de Buenos Aires, Argentina",Maria Jesus Rodriguez,"Soy Maria Jesus Rodriguez de Lanús, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
a35c88c7-7ac0-46c0-942d-e1ac600ffdd4,JoseRamonGarcia529@whatthefish.info,Cuidador de niños,5500,2,Martes a Viernes 12 a 19,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",Jose Ramon Garcia,"Soy Jose Ramon Garcia de Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
2d7b0fd0-1d34-4b2f-8056-fecad89b8fa8,JoseHerrera102@whatthefish.info,Carpintero,4000,1,Lunes a Jueves 10 a 17,"Campana, Provincia de Buenos Aires, Argentina",Jose Herrera,"Soy Jose Herrera de Campana, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
1da817af-df88-49d1-856b-f013286e417c,PaulaOtero88@whatthefish.info,Técnico de aires acondicionados,2300,1,Jueves y Viernes 10 a 17,"Núñez, Cdad. Autónoma de Buenos Aires, Argentina",Paula Otero,"Soy Paula Otero de Núñez, Cdad. Autónoma de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
41e84f97-4976-40cd-a7d2-8160bcfa77c6,JuanPais2@whatthefish.info,Técnico de heladeras,4200,2,Lunes a Viernes 10 a 15,"Merlo, Provincia de Buenos Aires, Argentina",Juan Pais,"Soy Juan Pais de Merlo, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
6b15ed25-d61c-410c-8dd1-6d12a6f61435,SergioVercher670@whatthefish.info,Cuidador de niños,5500,2,Martes y Viernes 8 a 20,"La Plata, Provincia de Buenos Aires, Argentina",Sergio Vercher,"Soy Sergio Vercher de La Plata, Provincia de Buenos Aires, Argentina",0101000000CA8B4CC0AF3B41C0F08AE07F2B754DC0
be0085bc-5531-4ed4-a9e0-d0866a3974db,BernabeRubio839@whatthefish.info,Piletero,7600,3,Martes y Viernes 8 a 20,"San Martín, Provincia de Buenos Aires, Argentina",Bernabe Rubio,"Soy Bernabe Rubio de San Martín, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
1e898e3e-c43a-4fe6-903b-3a961547e193,MariaJesusMarti870@whatthefish.info,Respostero,3700,1,Lunes a Jueves 8 a 17,"San Fernando, Provincia de Buenos Aires, Argentina",Maria Jesus Marti,"Soy Maria Jesus Marti de San Fernando, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
0baa125c-0923-4821-811a-d8a986fd34be,JuanJoseSalgado792@whatthefish.info,Paseador de perros,4000,3,Miércoles y Viernes 8 a 21,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",Juan Jose Salgado,"Soy Juan Jose Salgado de Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
206fd61c-6d2c-4997-9a25-a5a01588ba39,LuisSanchez474@whatthefish.info,Jardinero,7700,2,Martes a Viernes 8 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Luis Sanchez,"Soy Luis Sanchez de La Plata, Provincia de Buenos Aires, Argentina",0101000000AB3E575BB14941C003250516C0444DC0
9aa1c0ef-0ee7-4f32-947e-c6593cb4e119,MilaPrieto94@whatthefish.info,Personal de limpieza,3900,1,Jueves y Viernes 8 a 17,"Avellaneda, Provincia de Buenos Aires, Argentina",Mila Prieto,"Soy Mila Prieto de Avellaneda, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
126db873-ff2f-4cb2-a101-14356486899d,ManuelElMamouni475@whatthefish.info,Cerrajero,2000,3,Jueves y Viernes 12 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Manuel El Mamouni,"Soy Manuel El Mamouni de San Isidro, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
63ba2ea3-e3c8-4624-976f-3b9e55af3bb1,JuanAntonioCorreoso857@whatthefish.info,Técnicos de motos,5200,3,Lunes a Miércoles 8 a 17,"Zárate, Provincia de Buenos Aires, Argentina",Juan Antonio Correoso,"Soy Juan Antonio Correoso de Zárate, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
ef5306e5-357a-4541-a0f4-c8c2d6e3eb51,ManuelAguado25@whatthefish.info,Respostero,3300,1,Miércoles a Viernes 9 a 15,"Lomas de Zamora, Provincia de Buenos Aires, Argentina",Manuel Aguado,"Soy Manuel Aguado de Lomas de Zamora, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
259f8c44-48f0-4fe9-8b42-18fe302809f4,PepeFernandez502@whatthefish.info,Gasista,2700,2,Lunes a Viernes 8 a 17,"Mar del Plata, Provincia de Buenos Aires, Argentina",Pepe Fernandez,"Soy Pepe Fernandez de Mar del Plata, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
c161d266-d1d0-4dda-acea-7a83958a22b3,MiguelAngelRodriguez563@whatthefish.info,Técnico de heladeras,5500,3,Miércoles a Viernes 8 a 13,"Pilar, Provincia de Buenos Aires, Argentina",Miguel Angel Rodriguez,"Soy Miguel Angel Rodriguez de Pilar, Provincia de Buenos Aires, Argentina",0101000000CA8B4CC0AF3B41C0F08AE07F2B754DC0
9e01a6be-53d8-4856-bf25-d93e3a94a19b,RicardoFranco765@whatthefish.info,Cerrajero,2500,3,Jueves y Viernes 8 a 17,"Quilmes, Provincia de Buenos Aires, Argentina",Ricardo Franco,"Soy Ricardo Franco de Quilmes, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
bd3a73cd-705b-4c4a-a47e-18e7cccec2a9,VicenteCasale916@whatthefish.info,Técnico de autos,6100,1,Lunes a Miércoles 8 a 17,"Zárate, Provincia de Buenos Aires, Argentina",Vicente Casale,"Soy Vicente Casale de Zárate, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
096f8585-2a51-419a-b12f-372e2a86ac33,PetricaCosta595@whatthefish.info,Técnico de heladeras,4000,1,Martes y Jueves 8 a 16Miércoles a Viernes 8 a 17,"Núñez, Cdad. Autónoma de Buenos Aires, Argentina",Petrica Costa,"Soy Petrica Costa de Núñez, Cdad. Autónoma de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
3f44360f-4784-4816-98f3-2769b2239111,OsmelCaro837@whatthefish.info,Técnico de autos,5000,2,Lunes a Jueves 8 a 17,"La Matanza, Provincia de Buenos Aires, Argentina",Osmel Caro,"Soy Osmel Caro de La Matanza, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
acdf71aa-b8f1-43d0-8749-930fff83e8e0,JoanGredilla653@whatthefish.info,Gasista,4900,3,Miércoles a Viernes 9 a 15,"La Plata, Provincia de Buenos Aires, Argentina",Joan Gredilla,"Soy Joan Gredilla de La Plata, Provincia de Buenos Aires, Argentina",0101000000A988D349B63841C0B70A62A06B474DC0
3f67a0b7-b34b-43fe-863b-3e16ba5849e9,AnaMariaGistau971@whatthefish.info,Albañil,4000,2,Lunes a Viernes 10 a 15,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Ana Maria Gistau,"Soy Ana Maria Gistau de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
9ce6c784-91b1-40cc-b364-0556f55e507a,GermanTapia936@whatthefish.info,Plomero,7900,2,Jueves y Viernes 10 a 17,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",German Tapia,"Soy German Tapia de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
c78a99df-04a8-4d75-b58b-d7a6fcabe1f2,JorgeLo30@whatthefish.info,Técnico de autos,5700,2,Lunes a Viernes 9 a 15,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Jorge Lo,"Soy Jorge Lo de Belén de Escobar, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
a241cfd4-6f2c-46e5-8873-a467234443f9,IsraelCamps406@whatthefish.info,Pintor,5000,1,Miércoles a Viernes 13 a 18,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",Israel Camps,"Soy Israel Camps de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
36a30841-5d9c-4165-9aa6-de305fe33c60,GiovannyOzores760@whatthefish.info,Jardinero,5700,1,Lunes a Viernes 8 a 17,"Merlo, Provincia de Buenos Aires, Argentina",Giovanny Ozores,"Soy Giovanny Ozores de Merlo, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
99f34b7f-fc6c-466e-9b5f-2835b10a10db,VanessaRivera195@whatthefish.info,Herrero,5600,2,Jueves y Viernes 10 a 17,"Avellaneda, Provincia de Buenos Aires, Argentina",Vanessa Rivera,"Soy Vanessa Rivera de Avellaneda, Provincia de Buenos Aires, Argentina",0101000000A988D349B63841C0B70A62A06B474DC0
6a14a45d-cca8-4cd3-b7bf-85ce48d87f69,NuriaMolins668@whatthefish.info,Personal de limpieza,3500,3,Jueves y Viernes 10 a 17,"Campana, Provincia de Buenos Aires, Argentina",Nuria Molins,"Soy Nuria Molins de Campana, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
f1a7fbbf-ff2b-471b-9f74-be19de657a64,AlbertoManuelRomero0@whatthefish.info,Técnicos de motos,7900,2,Miércoles a Viernes 9 a 15,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Alberto Manuel Romero,"Soy Alberto Manuel Romero de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000A988D349B63841C0B70A62A06B474DC0
c0967e1d-6ed8-43d7-9624-0297fba47e82,MonicaBeatrizRodriguez801@whatthefish.info,Cerrajero,2400,2,Lunes a Jueves 8 a 17,"Tigre, Provincia de Buenos Aires, Argentina",Monica Beatriz Rodriguez,"Soy Monica Beatriz Rodriguez de Tigre, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
b75061a4-8359-4077-9921-fef73628d5e1,GenisMoreno962@whatthefish.info,Electricista,4000,2,Lunes a Miércoles 11 a 19,"Núñez, Cdad. Autónoma de Buenos Aires, Argentina",Genis Moreno,"Soy Genis Moreno de Núñez, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CDCAF6216F6141C097395D1613374DC0
528c03ca-9106-4fbf-87c4-05a56160c8f7,JoseJoaquinMarquina569@whatthefish.info,Pintor,4000,2,Lunes a Miércoles 8 a 17,"Lanús, Provincia de Buenos Aires, Argentina",Jose Joaquin Marquina,"Soy Jose Joaquin Marquina de Lanús, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
68ee14fa-9bf5-487e-8f1a-2831d774af70,FranciscoBellmunt67@whatthefish.info,Herrero,7800,2,Martes a Viernes 10 a 16,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Francisco Bellmunt,"Soy Francisco Bellmunt de Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
2810ef8f-6a6e-48a4-a585-3f5514d8a15e,AntonioMoreno38@whatthefish.info,Bicicletero,4200,1,Jueves y Viernes 8 a 17,"Avellaneda, Provincia de Buenos Aires, Argentina",Antonio Moreno,"Soy Antonio Moreno de Avellaneda, Provincia de Buenos Aires, Argentina",0101000000CDCAF6216F6141C097395D1613374DC0
bff48afb-78ed-4177-bb51-4dc4571edfcc,AlmudenaNuñez338@whatthefish.info,Personal de limpieza,3500,2,Jueves y Viernes 12 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Almudena Nuñez,"Soy Almudena Nuñez de La Plata, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
94a33f25-d25e-44fb-979d-6c7a58fe3eb1,JoseMariaBilbao550@whatthefish.info,Técnico de heladeras,2700,2,Lunes a Viernes 10 a 15,"San Isidro, Provincia de Buenos Aires, Argentina",Jose Maria Bilbao,"Soy Jose Maria Bilbao de San Isidro, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
7ee5c645-c739-457d-8bc0-df8547fe766b,JoseAntonioConejo614@whatthefish.info,Albañil,3700,3,Jueves y Viernes 10 a 17,"San Fernando, Provincia de Buenos Aires, Argentina",Jose Antonio Conejo,"Soy Jose Antonio Conejo de San Fernando, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
f70cc189-a4c1-4434-ac6d-c0b9bf229bf8,SimonaRomo277@whatthefish.info,Personal de limpieza,4100,2,Martes y Viernes 8 a 20,"Tigre, Provincia de Buenos Aires, Argentina",Simona Romo,"Soy Simona Romo de Tigre, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
50b9956f-4ca5-43d9-8169-52d83d03e795,MarcSanchez351@whatthefish.info,Jardinero,7500,1,Lunes a Viernes 9 a 15,"La Matanza, Provincia de Buenos Aires, Argentina",Marc Sanchez,"Soy Marc Sanchez de La Matanza, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
54643195-76f5-4f15-b36d-156bd9e472b3,JoseMariaMorales485@whatthefish.info,Técnicos de motos,7700,1,Martes y Jueves 8 a 16Miércoles a Viernes 8 a 17,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",Jose Maria Morales,"Soy Jose Maria Morales de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
257daf02-d38f-4cf4-a3dc-92513898ada7,JoseAntonioLora803@whatthefish.info,Herrero,3000,2,Lunes a Jueves 8 a 17,"Lanús, Provincia de Buenos Aires, Argentina",Jose Antonio Lora,"Soy Jose Antonio Lora de Lanús, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
429869e5-a708-46e6-9844-e5500ce89c43,MariaDoloresMohamed926@whatthefish.info,Personal de limpieza,4900,1,Martes y Jueves 8 a 16Miércoles a Viernes 8 a 17,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Maria Dolores Mohamed,"Soy Maria Dolores Mohamed de Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
75060736-7313-407a-be83-314543da3354,FernandaLupion991@whatthefish.info,Electricista,5700,3,Lunes a Jueves 10 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Fernanda Lupion,"Soy Fernanda Lupion de La Plata, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
25039460-6946-40ab-ad65-899305826b32,FranciscoRuiz255@whatthefish.info,Técnico de aires acondicionados,7100,1,Miércoles a Viernes 13 a 18,"Mar del Plata, Provincia de Buenos Aires, Argentina",Francisco Ruiz,"Soy Francisco Ruiz de Mar del Plata, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
ba4dd248-7b85-43b6-944c-e4433473d17c,MatiasGarcia833@whatthefish.info,Bicicletero,6300,1,Lunes a Viernes 10 a 15,"San Fernando, Provincia de Buenos Aires, Argentina",Matias Garcia,"Soy Matias Garcia de San Fernando, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
724c2b39-e2f6-4285-b988-b7c9bfe3ebf5,RosaBravo237@whatthefish.info,Plomero,6700,3,Martes a Viernes 8 a 17,"Campana, Provincia de Buenos Aires, Argentina",Rosa Bravo,"Soy Rosa Bravo de Campana, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
780ecf47-393d-4430-9538-f7ec2797a15f,MariaJuliaGimenez44@whatthefish.info,Piletero,4900,2,Lunes a Miércoles 8 a 17,"Quilmes, Provincia de Buenos Aires, Argentina",Maria Julia Gimenez,"Soy Maria Julia Gimenez de Quilmes, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
cb9ba846-9311-4fa9-902b-c7f68723d612,JeshuaRomero778@whatthefish.info,Piletero,2500,1,Lunes a Jueves 10 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Jeshua Romero,"Soy Jeshua Romero de San Isidro, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
7d58c215-2de4-4661-8a00-d8b781e206da,NeilHernandez686@whatthefish.info,Bicicletero,7500,3,Miércoles a Viernes 8 a 13,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Neil Hernandez,"Soy Neil Hernandez de Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
c4d74dda-48f7-412e-8579-29b1837731f0,CandelariaMuñiz21@whatthefish.info,Cuidador de niños,5600,3,Martes y Viernes 8 a 20,"Campana, Provincia de Buenos Aires, Argentina",Candelaria Muñiz,"Soy Candelaria Muñiz de Campana, Provincia de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
4a232a24-a271-401e-b0c8-5f33e743f1ad,SegundoRodriguez402@whatthefish.info,Técnicos de motos,7700,1,Jueves y Viernes 12 a 17,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Segundo Rodriguez,"Soy Segundo Rodriguez de Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
8741f872-5426-4fbd-8b9e-2423c54ba7f4,MariaJoseRivero392@whatthefish.info,Piletero,7000,1,Martes a Viernes 12 a 19,"Olivos, Provincia de Buenos Aires, Argentina",Maria Jose Rivero,"Soy Maria Jose Rivero de Olivos, Provincia de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
c1ab03c5-8c37-4f9d-bf19-53eb8d6ba1ad,ManuelGarcia382@whatthefish.info,Respostero,6300,2,Lunes a Viernes 8 a 16,"La Plata, Provincia de Buenos Aires, Argentina",Manuel Garcia,"Soy Manuel Garcia de La Plata, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
7beac8c4-921e-4455-b353-a29ceb62bfb0,JuanAngelRodriguez282@whatthefish.info,Electricista,5100,2,Jueves y Viernes 8 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Juan Angel Rodriguez,"Soy Juan Angel Rodriguez de La Plata, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
187b8454-55d8-445d-afd9-b6bac6a9b17c,AlbaroGarcia241@whatthefish.info,Carpintero,6900,2,Lunes a Miércoles 11 a 19,"Pilar, Provincia de Buenos Aires, Argentina",Albaro Garcia,"Soy Albaro Garcia de Pilar, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
6143f3ed-95c3-4a2f-aec6-8ffbc810d086,RamonaSanchez902@whatthefish.info,Gasista,7400,1,Miércoles y Viernes 8 a 21,"Merlo, Provincia de Buenos Aires, Argentina",Ramona Sanchez,"Soy Ramona Sanchez de Merlo, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
06507ac4-0032-432e-8f97-3ee75aab0a82,CristalinaMartinez236@whatthefish.info,Pintor,7200,2,Martes y Jueves 8 a 16Miércoles a Viernes 8 a 17,"Pilar, Provincia de Buenos Aires, Argentina",Cristalina Martinez,"Soy Cristalina Martinez de Pilar, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
31835964-c72a-4a99-8bb6-86baea323408,JoseAntonioPerez478@whatthefish.info,Jardinero,6100,1,Lunes a Jueves 8 a 17,"La Matanza, Provincia de Buenos Aires, Argentina",Jose Antonio Perez,"Soy Jose Antonio Perez de La Matanza, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
7488cdb5-4152-49de-a6e3-a4bdaddaa376,JuanMazuela415@whatthefish.info,Gasista,5600,3,Martes y Viernes 8 a 20,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Juan Mazuela,"Soy Juan Mazuela de Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
95064c25-a7ea-4554-95e3-dc2322c9a783,MariaClaudiaArce888@whatthefish.info,Piletero,5400,3,Lunes a Miércoles 8 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Maria Claudia Arce,"Soy Maria Claudia Arce de San Isidro, Provincia de Buenos Aires, Argentina",0101000000CA8B4CC0AF3B41C0F08AE07F2B754DC0
61a48ea0-eb89-4c2b-9a3d-d937af3346d3,ManuelJesusValladolid757@whatthefish.info,Respostero,5600,2,Lunes a Viernes 9 a 15,"La Matanza, Provincia de Buenos Aires, Argentina",Manuel Jesus Valladolid,"Soy Manuel Jesus Valladolid de La Matanza, Provincia de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
db20976a-d6d6-4a7c-8a79-03e572892faa,PalomaCatalan935@whatthefish.info,Cuidador de niños,6100,1,Lunes a Miércoles 11 a 19,"Olivos, Provincia de Buenos Aires, Argentina",Paloma Catalan,"Soy Paloma Catalan de Olivos, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
cc68ffca-8ff4-405b-bf64-896bf241a1d0,MariaLluisaSeves360@whatthefish.info,Personal de limpieza,3200,3,Lunes y Martes 8 a 17,"Tigre, Provincia de Buenos Aires, Argentina",Maria Lluisa Seves,"Soy Maria Lluisa Seves de Tigre, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
cbe8a5a1-5dc1-47a1-97bc-4a5d411d21d0,JulianAlonso392@whatthefish.info,Cerrajero,6300,3,Lunes y Martes 8 a 17,"Lanús, Provincia de Buenos Aires, Argentina",Julian Alonso,"Soy Julian Alonso de Lanús, Provincia de Buenos Aires, Argentina",0101000000CDCAF6216F6141C097395D1613374DC0
ea5d1c37-a23b-4c26-bebf-41605337ac55,JavierMenendez103@whatthefish.info,Plomero,2800,2,Miércoles a Viernes 13 a 18,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",Javier Menendez,"Soy Javier Menendez de Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
b7b8a050-231c-4d9f-8818-11e3df9a0d1c,GastonBove408@whatthefish.info,Piletero,4800,1,Lunes y Viernes 7 a 19,"Los Cardales, Provincia de Buenos Aires, Argentina",Gaston Bove,"Soy Gaston Bove de Los Cardales, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
